pmid,in_degree,out_degree,title,has_abstract
16319892,40.0,15.0,The microRNA miR-196 acts upstream of Hoxb8 and Shh in limb development.,True
18836476,6.0,100.0,"MicroRNAs: key players in the immune system, differentiation, tumorigenesis and cell death.",True
17015424,33.0,26.0,MicroRNA-9a ensures the precise specification of sensory organ precursors in Drosophila.,True
16325172,18.0,88.0,Plant microRNA: a small regulatory molecule with big impact.,True
16325577,96.0,8.0,A minicircuitry comprised of microRNA-223 and transcription factors NFI-A and C/EBPalpha regulates human granulopoiesis.,True
18842626,20.0,41.0,Evolution of Arabidopsis MIR genes generates novel microRNA classes.,True
17028302,8.0,92.0,MicroRNAs in biological processes and carcinogenesis.,True
17028594,16.0,87.0,Principles of micro-RNA production and maturation.,True
17028595,11.0,94.0,Principles and effects of microRNA-mediated post-transcriptional gene regulation.,True
17028597,7.0,66.0,miRNAs and apoptosis: RNAs to die for.,True
17028598,28.0,38.0,A small piece in the cancer puzzle: microRNAs as tumor suppressors and oncogenes.,True
17028600,14.0,37.0,MicroRNAs and chromosomal abnormalities in cancer cells.,True
17028602,21.0,55.0,Implications of micro-RNA profiling for cancer diagnosis.,True
17029813,23.0,50.0,Argonaute: A scaffold for the function of short regulatory RNAs.,True
16330759,28.0,28.0,Drosophila microRNAs exhibit diverse spatial expression patterns during embryonic development.,True
16330772,63.0,19.0,MicroRNAs 221 and 222 inhibit normal erythropoiesis and erythroleukemic cell growth via kit receptor down-modulation.,True
16331254,59.0,13.0,Comprehensive analysis of microRNA expression patterns in hepatocellular carcinoma and non-tumorous tissues.,True
16336177,2.0,65.0,Heterochromatin formation: role of short RNAs and DNA methylation.,True
16337999,131.0,37.0,Animal MicroRNAs confer robustness to gene expression and have a significant impact on 3'UTR evolution.,True
18849523,11.0,35.0,In-depth characterization of the microRNA transcriptome in a leukemia progression model.,True
12923253,32.0,20.0,siRNA function in RNAi: a chemical modification analysis.,True
12919683,139.0,68.0,The small RNA profile during Drosophila melanogaster development.,True
12919684,139.0,33.0,Embryonic stem cell-specific MicroRNAs.,True
29086366,0.0,45.0,MicroRNAs in Breast Cancer: Diagnostic and Therapeutic Potential.,True
12930946,23.0,33.0,Developmental defects by antisense-mediated inactivation of micro-RNAs 2 and 13 in Drosophila and the identification of putative target genes.,True
12931144,139.0,22.0,Control of leaf morphogenesis by microRNAs.,True
18852696,26.0,83.0,Biological principles of microRNA-mediated regulation: shared themes amid diversity.,True
17656684,77.0,24.0,MicroRNA inhibition of translation initiation in vitro by targeting the cap-binding complex eIF4F.,True
12937944,1.0,55.0,Post-transcriptional gene silencing in plants by RNA.,True
12941428,8.0,47.0,MicroRNAs: key participants in gene regulatory networks.,True
12941703,42.0,17.0,Transitivity-dependent and -independent cell-to-cell movement of RNA silencing.,True
22182919,2.0,58.0,MicroRNAs in inflammation and immune responses.,True
22184332,0.0,75.0,Deep sequencing of small RNAs in plants: applied bioinformatics.,True
17662943,66.0,77.0,Drosophila microRNAs are sorted into functionally distinct argonaute complexes after production by dicer-1.,True
17662944,63.0,39.0,Sorting of Drosophila small silencing RNAs.,True
29102719,0.0,53.0,microRNAs in skeletal muscle development.,True
17665982,3.0,68.0,MicroRNAs as therapeutic targets in human diseases.,True
17665990,11.0,62.0,Regulatory mechanisms of microRNAs involvement in cancer.,True
17671087,69.0,25.0,Let-7 microRNA-mediated mRNA deadenylation and translational repression in a mammalian cell-free system.,True
26303205,8.0,103.0,RISC assembly: Coordination between small RNAs and Argonaute proteins.,True
17674152,1.0,61.0,Small RNAs and RNAi pathways in meiotic prophase I.,True
17674365,9.0,71.0,Small RNAs: regulators and guardians of the genome.,True
17675362,3.0,74.0,A simple array platform for microRNA analysis and its application in mouse tissues.,True
17679093,30.0,29.0,The MicroRNA miR-124 promotes neuronal differentiation by triggering brain-specific alternative pre-mRNA splicing.,True
17681183,72.0,8.0,MicroRNA-21 regulates expression of the PTEN tumor suppressor gene in human hepatocellular cancer.,True
22303271,4.0,71.0,The Functions of RNA-Dependent RNA Polymerases in Arabidopsis.,True
22303325,0.0,67.0,Systems Biology Reveals MicroRNA-Mediated Gene Regulation.,True
21292970,15.0,41.0,A parsimonious model for gene regulation by miRNAs.,True
15619616,24.0,27.0,Synthetic shRNAs as potent RNAi triggers.,True
24111877,0.0,64.0,MicroRNA target identification: lessons from hypoxamiRs.,True
8957004,56.0,0.0,A bulged lin-4/lin-14 RNA duplex is sufficient for Caenorhabditis elegans lin-14 temporal gradient formation.,True
24129510,1.0,50.0,"RNA silencing suppression by plant pathogens: defence, counter-defence and counter-counter-defence.",True
27117456,2.0,52.0,MicroRNA Target Recognition: Insights from Transcriptome-Wide Non-Canonical Interactions.,True
26659485,0.0,81.0,Non-coding RNAs: An Introduction.,True
26178845,0.0,58.0,Small RNAs: Their Possible Roles in Reproductive Failure.,True
26662984,0.0,67.0,The microRNA Machinery.,True
25137592,2.0,42.0,Aberrant regulation and function of microRNAs in cancer.,True
26428496,0.0,54.0,MicroRNAs in placental health and disease.,True
26435382,0.0,46.0,Therapeutic Targeting of microRNAs in Cancer: Future Perspectives.,True
26437588,5.0,68.0,The Functions of MicroRNAs: mRNA Decay and Translational Repression.,True
28174021,1.0,51.0,Biogenesis and Function of Ago-Associated RNAs.,True
15630419,44.0,36.0,RNAi-mediated pathways in the nucleus.,True
15632092,44.0,30.0,Computational prediction of miRNAs in Arabidopsis thaliana.,True
15634332,28.0,34.0,New human and mouse microRNA genes found by homology search.,True
15637700,6.0,48.0,The role of small RNAs in human diseases: potential troublemaker and therapeutic tools.,True
22664917,0.0,66.0,"MicroRNAs, wild-type and mutant p53: more questions than answers.",True
22664986,26.0,48.0,The mechanics of miRNA-mediated gene silencing: a look under the hood of miRISC.,True
15648093,34.0,8.0,miR-15a and miR-16-1 down-regulation in pituitary adenomas.,True
20545613,0.0,68.0,Small players with big roles: microRNAs as targets to inhibit breast cancer progression.,True
20552498,0.0,68.0,The role of MicroRNA in chemical carcinogenesis.,True
19501679,0.0,84.0,A structural perspective of the protein-RNA interactions involved in virus-induced RNA silencing and its suppression.,True
17761850,34.0,10.0,Target protectors reveal dampening and balancing of Nodal agonist and antagonist by miR-430.,True
17761882,40.0,17.0,A MicroRNA feedback circuit in midbrain dopamine neurons.,True
20558712,36.0,33.0,Target RNA-directed trimming and tailing of small silencing RNAs.,True
17765889,32.0,29.0,Transgenic over-expression of the microRNA miR-17-92 cluster promotes proliferation and inhibits differentiation of lung epithelial progenitor cells.,True
17766119,15.0,54.0,GW182 family proteins are crucial for microRNA-mediated gene silencing.,True
20562854,20.0,38.0,Unique functionality of 22-nt miRNAs in triggering RDR6-dependent siRNA biogenesis from target transcripts in Arabidopsis.,True
20563858,0.0,53.0,The realm of microRNAs in cancers.,True
20565604,10.0,42.0,MicroRNAs: more than a role in plant development?,True
25093565,0.0,100.0,Ancient endo-siRNA pathways reveal new tricks.,True
25104502,3.0,49.0,MicroRNAome genome: a treasure for cancer diagnosis and therapy.,True
21177881,19.0,57.0,Widespread regulatory activity of vertebrate microRNA* species.,True
21177960,10.0,41.0,Computational and experimental identification of mirtrons in Drosophila melanogaster and Caenorhabditis elegans.,True
21177969,11.0,42.0,"Deep annotation of Drosophila melanogaster microRNAs yields insights into their processing, modification, and emergence.",True
23377967,0.0,52.0,MicroRNA target prediction and validation.,True
23377965,1.0,106.0,MicroRNAs in human cancer.,True
23377974,0.0,55.0,Coordinated networks of microRNAs and transcription factors with evolutionary perspectives.,True
23377975,0.0,55.0,Mathematical modeling of microRNA-mediated mechanisms of translation repression.,True
23377976,0.0,54.0,Web resources for microRNA research.,True
23377980,0.0,62.0,Working together: combinatorial regulation by microRNAs.,True
12142272,52.0,29.0,Control of developmental timing by micrornas and their targets.,True
21183704,14.0,54.0,"Form, function, and regulation of ARGONAUTE proteins.",True
12154197,297.0,32.0,A microRNA in a multiple-turnover RNAi enzyme complex.,True
21197653,0.0,98.0,Genome-wide approaches in the study of microRNA biology.,True
22582080,0.0,47.0,MicroRNAs and Gastroenterological Cancers.,True
22622804,2.0,76.0,"Micro-RNAs (miRNAs): genomic organisation, biogenesis and mode of action.",True
17172720,1.0,74.0,"Regulatory RNAs: future perspectives in diagnosis, prognosis, and individualized therapy.",True
17173028,50.0,61.0,Slicer and the argonautes.,True
17174894,89.0,38.0,Large-scale sequencing reveals 21U-RNAs and additional microRNAs and endogenous siRNAs in C. elegans.,True
17182867,92.0,54.0,A diverse and evolutionarily fluid set of microRNAs in Arabidopsis thaliana.,True
17183357,39.0,20.0,P bodies: at the crossroads of post-transcriptional pathways.,True
17183358,31.0,95.0,Illuminating the silence: understanding the structure and function of small RNAs.,True
17189346,14.0,65.0,A family of microRNAs present in plants and animals.,True
17189674,5.0,58.0,"Classifying microRNAs in cancer: the good, the bad and the ugly.",True
17189960,5.0,75.0,Molecular therapy in the microRNA era.,True
17197185,80.0,46.0,Repression of protein synthesis by miRNAs: how many mechanisms?,True
17200520,34.0,25.0,How do microRNAs regulate gene expression?,True
12672692,204.0,47.0,The microRNAs of Caenorhabditis elegans.,True
12679032,241.0,23.0,bantam encodes a developmentally regulated microRNA that controls cell proliferation and regulates the proapoptotic gene hid in Drosophila.,True
11157775,235.0,14.0,RNA interference is mediated by 21- and 22-nucleotide RNAs.,True
22200634,0.0,53.0,Non-coding RNAs for medical practice in oncology.,True
16627744,32.0,12.0,A plant miRNA contributes to antibacterial resistance by repressing auxin signaling.,True
22208850,6.0,49.0,MicroRNAs and their isomiRs function cooperatively to target common biological pathways.,True
16641092,128.0,15.0,Pre-B cell proliferation and lymphoblastic leukemia/high-grade lymphoma in E(mu)-miR155 transgenic mice.,True
16651366,14.0,32.0,Non-coding RNA.,True
16651716,52.0,6.0,let-7 microRNA functions as a potential growth suppressor in human colon cancer cells.,True
11701121,40.0,21.0,RNAi as random degradative PCR: siRNA primers convert mRNA into dsRNAs that are degraded to generate new siRNAs.,True
11701122,134.0,26.0,ATP requirements and small interfering RNA structure in the RNA interference pathway.,True
11719187,92.0,15.0,On the role of RNA amplification in dsRNA-triggered gene silencing.,True
11724966,43.0,12.0,"Specific interference with gene expression induced by long, double-stranded RNA in mouse embryonal teratocarcinoma cell lines.",True
12554859,127.0,30.0,New microRNAs from mouse and human.,True
12554860,64.0,10.0,Numerous microRNPs in neuronal cells containing novel microRNAs.,True
12554881,62.0,23.0,Sequence requirements for micro RNA processing and function in human cells.,True
9335491,33.0,1.0,Systemic signalling in gene silencing.,False
17081978,59.0,28.0,A two-hit trigger for siRNA biogenesis in plants.,True
17084698,37.0,16.0,Differential regulation of germline mRNAs in soma and germ cells by zebrafish miR-430.,True
17090584,33.0,40.0,Four plant Dicers mediate viral small RNA biogenesis and DNA virus induced silencing.,True
17096367,11.0,167.0,MicroRNAs and their regulatory roles in animals and plants.,True
17099701,126.0,11.0,RNA polymerase III transcribes human microRNAs.,True
15143321,108.0,42.0,Micromanagers of gene expression: the potentially widespread influence of metazoan microRNAs.,False
15145345,20.0,60.0,miRNAs on the move: miRNA biogenesis and the RNAi machinery.,True
15152257,100.0,20.0,Structural basis for overhang-specific small interfering RNA recognition by the PAZ domain.,True
15156196,57.0,6.0,Nucleic acid 3'-end recognition by the Argonaute2 PAZ domain.,True
15170178,89.0,34.0,Kinetic analysis of the RNAi enzyme complex.,True
10535731,139.0,10.0,"The rde-1 gene, RNA interference, and transposon silencing in C. elegans.",True
10535732,80.0,5.0,"Mut-7 of C. elegans, required for transposon silencing and RNA interference, is a homolog of Werner syndrome helicase and RNaseD.",True
10542148,204.0,4.0,A species of small antisense RNA in posttranscriptional gene silencing in plants.,True
12434020,323.0,11.0,Frequent deletions and down-regulation of micro- RNA genes miR15 and miR16 at 13q14 in chronic lymphocytic leukemia.,True
19609760,1.0,46.0,Multiple approach to analyzing the role of microRNAs in apoptosis.,True
19626115,56.0,19.0,Modulation of microRNA processing by p53.,True
19630570,32.0,58.0,MicroRNAs in Cancer.,True
19641088,2.0,53.0,Deciphering the diversity of small RNAs in plants: the long and short of it.,True
23875649,0.0,58.0,microRNA control of mouse and human pluripotent stem cell behavior.,True
23881412,13.0,85.0,"Biogenesis, turnover, and mode of action of plant microRNAs.",True
23485132,0.0,84.0,MicroRNAs as new biomarkers in oncology.,True
23495961,0.0,98.0,"Expression profile of microRNA in epithelial cancer: diagnosis, classification and prediction.",True
21956904,0.0,59.0,Plant viruses versus RNAi: simple pathogens reveal complex insights on plant antimicrobial defense.,True
21956909,0.0,66.0,Biogenesis and function of endogenous and exogenous siRNAs.,True
24153005,2.0,50.0,MicroRNA-independent roles of the RNase III enzymes Drosha and Dicer.,True
24164576,0.0,103.0,Gene regulation by non-coding RNAs.,True
24167089,0.0,60.0,Small RNA regulation of reproductive function.,True
24172333,5.0,58.0,MicroRNAs and other non-coding RNAs as targets for anticancer drug development.,True
22531783,3.0,49.0,Differential effects of viral silencing suppressors on siRNA and miRNA loading support the existence of two distinct cellular pools of ARGONAUTE1.,True
22539551,34.0,21.0,The crystal structure of human Argonaute2.,True
22541426,22.0,29.0,Roles for microRNAs in conferring robustness to biological processes.,True
14770009,6.0,47.0,Biochemical dissection of RNA silencing in plants.,True
15183728,80.0,41.0,Human embryonic stem cells express a unique set of microRNAs.,True
10617568,78.0,4.0,Targeted mRNA degradation by double-stranded RNA in vitro.,True
11884032,103.0,10.0,Two genetic circuits repress the Caenorhabditis elegans heterochronic gene lin-28 after translation initiation.,True
11884680,22.0,26.0,Short defective interfering RNAs of tombusviruses are not targeted but trigger post-transcriptional gene silencing against their helper virus.,True
15196554,4.0,58.0,Expanding roles for miRNAs and siRNAs in cell regulation.,True
11893497,37.0,38.0,RNAi: nature abhors a double-strand.,True
11896390,165.0,10.0,Micro RNAs are complementary to 3' UTR sequence motifs that mediate negative post-transcriptional regulation.,True
15200956,138.0,48.0,"Computational identification of plant microRNAs and their targets, including a stress-induced miRNA.",True
15202996,49.0,37.0,"MicroRNA regulation of NAC-domain targets is required for proper formation and separation of adjacent embryonic, vegetative, and floral organs.",True
14970384,53.0,38.0,miRNP:mRNA association in polyribosomes in a human neuronal cell line.,True
14970398,106.0,58.0,Sequence-specific inhibition of microRNA- and siRNA-induced RNA silencing.,True
14972688,98.0,16.0,"The nuclear dsRNA binding protein HYL1 is required for microRNA accumulation and plant development, but not posttranscriptional transgene silencing.",True
14973191,256.0,19.0,Human microRNA genes are frequently located at fragile sites and genomic regions involved in cancers.,True
14976549,24.0,39.0,Molecular mechanism of RNA silencing suppression mediated by p19 protein of tombusviruses.,True
19056895,27.0,32.0,Chromatin structure analyses identify miRNA promoters.,True
18926973,4.0,62.0,The evolution of RNAi as a defence against viruses and transposable elements.,True
18927107,12.0,36.0,miR2Disease: a manually curated database for microRNA deregulation in human disease.,True
11910010,82.0,21.0,Fertile hypomorphic ARGONAUTE (ago1) mutants impaired in post-transcriptional gene silencing and virus resistance.,True
11910072,39.0,1.0,A system for stable expression of short interfering RNAs in mammalian cells.,True
18931683,37.0,14.0,The miR-15a-miR-16-1 cluster controls prostate cancer by targeting multiple oncogenic activities.,True
11914277,235.0,21.0,miRNPs: a novel class of ribonucleoproteins containing numerous microRNAs.,True
19066226,17.0,42.0,AGO1-miR173 complex initiates phased siRNA formation in plants.,True
19076353,1.0,70.0,MicroRNAs and their emerging roles in immunology.,True
20062054,23.0,47.0,Comprehensive discovery of endogenous Argonaute binding sites in Caenorhabditis elegans.,True
18951094,73.0,33.0,Lin28 mediates the terminal uridylation of let-7 precursor MicroRNA.,True
18951330,2.0,47.0,MicroRNA signature and regulatory functions in the endometrium during normal and disease states.,True
18955434,123.0,24.0,Most mammalian mRNAs are conserved targets of microRNAs.,True
20079472,4.0,52.0,RNA silencing directed against geminiviruses: post-transcriptional and epigenetic components.,True
20085706,17.0,34.0,Transcriptional control of gene expression by microRNAs.,True
18644693,0.0,45.0,MicroRNAs: key players in carcinogenesis and novel therapeutic targets.,True
18645592,13.0,48.0,MicroRNAs: new regulators of immune cell development and function.,True
18645597,1.0,44.0,Enjoy the Silence: The Story of let-7 MicroRNA and Cancer.,True
18663219,61.0,12.0,Circulating microRNAs as stable blood-based markers for cancer detection.,True
18665242,2.0,59.0,"Sequence relationships among C. elegans, D. melanogaster and human microRNAs highlight the extensive conservation of microRNAs in biology.",True
18668037,162.0,29.0,The impact of microRNAs on protein output.,True
18668040,154.0,28.0,Widespread changes in protein synthesis induced by microRNAs.,True
18670804,1.0,61.0,Thinking about RNA? MicroRNAs in the brain.,True
19381263,3.0,46.0,Evidence for antisense transcription associated with microRNA target mRNAs in Arabidopsis.,True
19389436,2.0,56.0,siRNA vs. shRNA: similarities and differences.,True
19398594,2.0,65.0,MicroRNA involvement in the pathogenesis and management of breast cancer.,True
15882589,7.0,63.0,The role of ARGONAUTE1 (AGO1) in meristem formation and identity.,True
15891114,56.0,27.0,Clustering and conservation patterns of human microRNAs.,True
17304245,14.0,37.0,Strategies for silencing human disease using RNA interference.,True
17310219,2.0,65.0,Biochemical mechanisms of the RNA-induced silencing complex.,True
17312270,28.0,41.0,The micro-ribonucleic acid (miRNA) miR-206 targets the human estrogen receptor-alpha (ERalpha) and represses ERalpha messenger RNA and protein expression in breast cancer cell lines.,True
17316816,1.0,73.0,Therapeutic RNA interference for neurodegenerative diseases: From promise to progress.,True
17320512,18.0,32.0,Noncoding RNAs and gene silencing.,True
17322028,49.0,5.0,A slicer-mediated mechanism for repeat-associated siRNA 5' end formation in Drosophila.,True
17322030,112.0,12.0,Disrupting the pairing between let-7 and Hmga2 enhances oncogenic transformation.,True
17322061,48.0,10.0,Redirection of silencing targets by adenosine-to-inosine editing of miRNAs.,True
17327404,42.0,24.0,Quantitative technologies establish a novel microRNA profile of chronic lymphocytic leukemia.,True
17331257,31.0,53.0,Inference of miRNA targets using evolutionary conservation and pathway analysis.,True
12754523,67.0,4.0,Expression profiling reveals off-target gene regulation by RNAi.,True
12769849,67.0,25.0,Computational and experimental identification of C. elegans microRNAs.,True
12778125,17.0,31.0,Killing the messenger: short RNAs that silence gene expression.,True
22233755,23.0,29.0,The N domain of Argonaute drives duplex unwinding during RISC assembly.,True
22237764,0.0,62.0,Current strategies for microRNA research.,True
22245616,1.0,76.0,Advances in microRNA experimental approaches to study physiological regulation of gene products implicated in CNS disorders.,True
26199650,1.0,54.0,"MicroRNAs: New Biomarkers for Diagnosis, Prognosis, Therapy Prediction and Therapeutic Tools for Breast Cancer.",True
26226002,0.0,52.0,MicroRNAs in Cancer: A Historical Perspective on the Path from Discovery to Therapy.,True
20833630,6.0,59.0,Mechanisms of control of microRNA biogenesis.,True
20836019,0.0,85.0,MicroRNA targeting in mammalian genomes: genes and mechanisms.,True
12493247,10.0,46.0,RNA interference: traveling in the cell and gaining functions?,True
15466488,110.0,40.0,SGS3 and SGS2/SDE1/RDR6 are required for juvenile development and the production of trans-acting siRNAs in Arabidopsis.,True
15469823,122.0,54.0,Endogenous trans-acting siRNAs regulate the accumulation of Arabidopsis mRNAs.,True
19804757,28.0,44.0,Phosphorylation of the human microRNA-generating complex mediates MAPK/Erk signaling.,True
19812667,44.0,33.0,"Nucleation, propagation and cleavage of target RNAs in Ago silencing complexes.",True
19816405,13.0,46.0,A loop-to-base processing mechanism underlies the biogenesis of plant microRNAs miR319 and miR159.,True
19823018,0.0,57.0,The diverse roles of RNA helicases in RNAi.,True
19829062,0.0,66.0,"Micro-RNA mediated regulation of proliferation, self-renewal and differentiation of mammalian stem cells.",True
21843590,1.0,56.0,Small RNAs derived from longer non-coding RNAs.,True
21860412,6.0,49.0,DNA methylation-associated silencing of tumor-suppressor microRNAs in cancer.,True
21860607,0.0,46.0,MicroRNAs in Human Diseases: From Cancer to Cardiovascular Disease.,True
21874378,1.0,73.0,MicroRNAs and their diverse functions in plants.,True
10704412,70.0,4.0,EGO-1 is related to RNA-directed RNA polymerase and functions in germ-line development and RNA interference in C. elegans.,True
10706289,488.0,5.0,The 21-nucleotide let-7 RNA regulates developmental timing in Caenorhabditis elegans.,True
24600513,0.0,46.0,"Role of 3'-untranslated region translational control in cancer development, diagnostics and treatment.",True
24603840,1.0,79.0,Assembly and function of small RNA - argonaute protein complexes.,True
9827799,39.0,4.0,A counterdefensive strategy of plant viruses: suppression of posttranscriptional gene silencing.,True
18098137,8.0,53.0,MicroRNA epigenetic alterations in human cancer: one step forward in diagnosis and treatment.,True
18098138,12.0,50.0,"MicroRNAs and cancer: profile, profile, profile.",True
25263593,15.0,37.0,mRNA destabilization is the dominant effect of mammalian microRNAs by the time substantial repression ensues.,True
18923076,73.0,34.0,"Mouse ES cells express endogenous shRNAs, siRNAs, and other Microprocessor-independent, Dicer-dependent small RNAs.",True
24519472,1.0,49.0,Convergent microRNA actions coordinate neocortical development.,True
16473542,26.0,30.0,Nomenclature and functions of RNA-directed RNA polymerases.,True
16477010,52.0,20.0,Cell-type-specific signatures of microRNAs on target mRNA expression.,True
16480513,20.0,29.0,The expansion of the metazoan microRNA repertoire.,True
16481470,25.0,22.0,Drosophila lacking microRNA miR-278 are defective in energy homeostasis.,True
16483934,132.0,26.0,Short RNAs repress translation after initiation in mammalian cells.,True
16484454,183.0,27.0,Zebrafish MiR-430 promotes deadenylation and clearance of maternal mRNAs.,True
16489342,39.0,19.0,The microRNA miR-181 targets the homeobox protein Hox-A11 during mammalian myoblast differentiation.,True
16495412,152.0,19.0,MicroRNAs direct rapid deadenylation of mRNA.,True
16495913,27.0,30.0,"MicroRNAs in cell proliferation, cell death, and tumorigenesis.",True
22561239,1.0,56.0,Embryonic stem cell miRNAs and their roles in development and disease.,True
14703574,54.0,11.0,Biochemical and genetic interaction between the fragile X mental retardation protein and the microRNA pathway.,True
14704433,73.0,14.0,RNAi-mediated targeting of heterochromatin by the RITS complex.,True
14709173,146.0,39.0,MicroRNA targets in Drosophila.,True
14713225,0.0,61.0,RNA silencing.,False
14722360,97.0,31.0,The Arabidopsis double-stranded RNA-binding protein HYL1 plays a role in microRNA-mediated gene regulation.,True
14729570,107.0,23.0,The C. elegans microRNA let-7 binds to imperfect let-7 complementary sites from the lin-41 3'UTR.,True
14730017,215.0,15.0,Exportin 5 is a RanGTP-dependent dsRNA-binding protein that mediates nuclear export of pre-miRNAs.,True
14567917,330.0,53.0,Asymmetry in the assembly of the RNAi enzyme complex.,True
14567918,281.0,21.0,Functional siRNAs and miRNAs exhibit strand bias.,True
14600255,12.0,62.0,The small RNA world.,False
19684602,34.0,52.0,Structural determinants of miRNAs for RISC loading and slicer-independent unwinding.,True
20805106,7.0,58.0,Analysis of microRNA knockouts in mice.,True
20808519,0.0,59.0,Small RNA diversity in plants and its impact in development.,True
20809797,5.0,50.0,microRNAs: Master regulators as potential therapeutics in cancer.,True
19703396,54.0,33.0,TUT4 in concert with Lin28 suppresses microRNA biogenesis through pre-microRNA uridylation.,True
19705306,3.0,67.0,"MicroRNAs: critical mediators of differentiation, development and disease.",True
19706364,0.0,79.0,The tiny world of microRNAs in the cross hairs of the mammalian eye.,False
15723116,235.0,47.0,Principles of microRNA-target recognition.,True
15723655,73.0,12.0,Reduced expression of Dicer associated with poor prognosis in lung cancer patients.,True
22850425,2.0,60.0,Kinetic signatures of microRNA modes of action.,True
15723790,26.0,33.0,The early extra petals1 mutant uncovers a role for microRNA miR164c in regulating petal number in Arabidopsis.,True
15100397,24.0,39.0,Viral virulence protein suppresses RNA silencing-mediated defense but upregulates the role of microrna in host gene expression.,True
15735639,129.0,9.0,Systematic discovery of regulatory motifs in human promoters and 3' UTRs by comparison of several mammals.,True
7237544,57.0,0.0,Mutations that lead to reiterations in the cell lineages of C. elegans.,True
15737576,18.0,88.0,MicroRNAs as regulators of mammalian hematopoiesis.,True
15102373,8.0,52.0,Effects and side-effects of viral RNA silencing suppressors on short RNAs.,True
15737928,54.0,30.0,The temporal patterning microRNA let-7 regulates several transcription factors at the larval to adult transition in C. elegans.,True
15738385,40.0,19.0,Incorporating structure to predict microRNA targets.,True
15738415,151.0,16.0,Accumulation of miR-155 and BIC RNA in human B cell lymphomas.,True
15738428,83.0,33.0,Nuclear processing and export of microRNAs in Arabidopsis.,True
15105377,63.0,21.0,RISC is a 5' phosphomonoester-producing RNA endonuclease.,True
15105502,260.0,11.0,MicroRNA-directed cleavage of HOXB8 mRNA.,True
15741182,68.0,26.0,Antisense inhibition of human miRNAs and indications for an involvement of miRNA in cell growth and apoptosis.,True
15741316,83.0,72.0,Perspective: machines for RNAi.,True
22025607,0.0,62.0,Dicing bodies.,False
16754881,82.0,40.0,microRNAs exhibit high frequency genomic alterations in human cancer.,True
16756390,75.0,41.0,Translation repression in human cells by microRNA-induced gene silencing requires RCK/p54.,True
16762633,65.0,15.0,Involvement of human micro-RNA in growth and response to chemotherapy in human cholangiocarcinoma cell lines.,True
16766263,109.0,11.0,Specific activation of microRNA-127 with downregulation of the proto-oncogene BCL6 by chromatin-modifying drugs in human cancer cells.,True
16766679,46.0,34.0,Identification and characterization of two novel classes of small RNAs in the mouse germline: retrotransposon-derived siRNAs in oocytes and germline small RNAs in testes.,True
16766680,49.0,11.0,A novel class of small RNAs in mouse spermatogenic cells.,True
16768647,15.0,64.0,Virus counterdefense: diverse strategies for evading the RNA-silencing immunity.,True
16769627,0.0,62.0,Short RNAs in environmental adaptation.,True
16777601,123.0,16.0,Relief of microRNA-mediated translational repression in human cells subjected to stress.,True
16778019,58.0,6.0,Characterization of the piRNA complex from rat testes.,True
16780841,11.0,46.0,Identification of 188 conserved maize microRNAs and their targets.,True
16784538,47.0,23.0,Optimized high-throughput microRNA expression profiling provides novel biomarker assessment of clinical prostate and breast cancer biopsies.,True
17108080,38.0,15.0,A signature pattern of stress-responsive microRNAs that can evoke cardiac hypertrophy and heart failure.,True
17110334,41.0,25.0,Analysis of the C. elegans Argonaute family reveals that distinct Argonautes act sequentially during RNAi.,True
17113784,7.0,59.0,MicroRNAs and genomic instability.,True
17115073,19.0,59.0,The neuronal microRNA system.,True
17116888,34.0,22.0,Quantitative analysis of Argonaute protein reveals microRNA-dependent localization to stress granules.,True
17123865,9.0,100.0,Computational identification of microRNAs and their targets.,True
17124291,48.0,15.0,Distinct populations of primary and secondary effectors during RNAi in C. elegans.,True
17128271,78.0,33.0,Evidence that microRNAs are associated with translating messenger RNAs in human cells.,True
17128272,85.0,24.0,Human let-7a miRNA blocks protein production on actively translating polyribosomes.,True
19946268,12.0,40.0,Distinct passenger strand and mRNA cleavage activities of human Argonaute proteins.,True
19956180,3.0,41.0,MicroRNAs as potential cancer therapeutics.,True
19965718,35.0,3.0,Therapeutic silencing of microRNA-122 in primates with chronic hepatitis C virus infection.,True
19966796,26.0,42.0,ATP-dependent human RISC assembly pathways.,True
16531494,26.0,30.0,Highly specific gene silencing by artificial microRNAs in Arabidopsis.,True
16540696,29.0,26.0,A sensitive array for microRNA expression profiling (miChip) based on locked nucleic acids (LNA).,True
16540699,16.0,46.0,A combined computational and microarray-based approach identifies novel microRNAs encoded by human gamma-herpesviruses.,True
16549775,35.0,19.0,MicroRNA fingerprints during human megakaryocytopoiesis.,True
16556074,13.0,56.0,MicroRNAs as a potential magic bullet in cancer.,True
16557279,183.0,107.0,Oncomirs - microRNAs with a role in cancer.,True
24574967,0.0,92.0,MicroRNAs regulate neuronal plasticity and are involved in pain mechanisms.,True
24579988,8.0,57.0,"The diversity, biogenesis, and activities of endogenous silencing small RNAs in Arabidopsis.",True
21915781,1.0,66.0,Plant RNA silencing in viral defence.,True
21915782,0.0,61.0,MicroRNAs as post-transcriptional machines and their interplay with cellular networks.,True
21915794,0.0,73.0,Small RNA discovery and characterisation in eukaryotes using high-throughput approaches.,True
21922044,0.0,69.0,A Potential of microRNAs for High-Content Screening.,True
21925378,19.0,51.0,Alternative miRNA biogenesis pathways and the interpretation of core miRNA pathway mutants.,True
